machine_id,brand,power_hp,production_year,age_at_event,hours_at_event,failure_time,event_flag,failure_system,major_failure_flag,repair_cost,downtime_hours,peak_load_proxy,weather_instrument,climate,soil,region,campaign
M_1365,Versatile280,142.9,2019,6.94,92.6,105.5,1,электроника,0,36374.04,62.0,0.8728,37.38,0.7833,0.9068,altai,sowing
M_1366,Versatile280,178.3,2017,8.0,966.9,1182.4,1,гидравлика,0,94226.98,31.2,1.0,69.02,0.7782,0.4763,kuban,harvest
M_1367,Versatile280,120.0,2018,7.06,218.8,245.8,1,прочее,0,17541.6,1.2,0.9864,62.11,0.8483,0.2904,kuban,harvest
M_1368,Versatile280,143.9,2024,1.75,461.2,611.4,0,прочее,0,0.0,0.0,0.6803,54.46,0.548,0.4818,central_chernozem,sowing
M_1369,Versatile280,172.4,2024,1.89,576.6,662.5,0,прочее,0,0.0,0.0,0.743,40.77,0.6016,0.5256,vladimir,sowing
M_1370,Versatile280,159.4,2023,2.61,801.2,914.5,0,прочее,0,0.0,0.0,0.7476,54.88,0.4019,0.6678,altai,harvest
M_1371,Versatile280,139.0,2022,3.71,916.2,1299.3,0,прочее,0,0.0,0.0,0.6101,41.46,0.4551,0.564,vladimir,harvest
M_1372,Versatile280,131.6,2018,7.3,128.9,157.1,1,гидравлика,0,43400.92,6.2,0.9466,40.92,0.3981,0.5537,amur,harvest
M_1373,Versatile280,127.0,2017,8.13,469.0,502.6,1,двигатель,0,181033.66,21.4,1.0,46.11,0.3442,0.4538,central_chernozem,harvest
M_1374,Versatile280,93.1,2022,3.74,692.0,828.6,1,трансмиссия,1,118188.19,40.0,0.7295,32.4,0.9401,0.2826,northwest,harvest
M_1375,Versatile280,83.3,2018,7.71,529.2,610.1,1,трансмиссия,1,161260.08,14.9,0.8998,32.74,0.4022,0.3474,amur,sowing
M_1376,Versatile280,119.8,2024,1.79,536.7,625.2,0,прочее,0,0.0,0.0,0.6373,59.15,0.447,0.0835,central_chernozem,sowing
M_1377,Versatile280,143.2,2019,6.54,282.3,301.5,1,электроника,0,56495.68,10.1,1.0,49.53,0.4523,0.6767,central_chernozem,sowing
M_1378,Versatile280,133.9,2018,7.56,539.9,620.8,1,электроника,0,52106.47,10.5,1.0,45.58,0.7731,0.2162,vladimir,harvest
M_1379,Versatile280,137.2,2019,6.75,1072.7,1263.4,1,гидравлика,0,51086.51,78.4,0.9177,49.34,0.6861,0.3627,volga,harvest
M_1380,Versatile280,155.0,2020,5.21,240.8,291.8,1,двигатель,1,298296.86,2.9,1.0,32.15,0.735,0.1634,altai,sowing
M_1381,Versatile280,135.7,2020,5.47,527.6,578.7,1,трансмиссия,0,325012.34,28.8,1.0,20.0,0.6916,0.7314,amur,sowing
M_1382,Versatile280,137.3,2020,5.81,1811.2,2033.4,0,прочее,0,0.0,0.0,0.9204,31.85,0.4378,0.3634,northwest,harvest
M_1383,Versatile280,148.8,2023,2.74,772.5,958.8,0,прочее,0,0.0,0.0,0.6468,33.69,0.3807,0.4782,northwest,sowing
M_1384,Versatile280,130.2,2020,5.0,420.8,515.4,1,гидравлика,0,29841.74,1.4,0.8592,35.01,0.8627,0.7465,vladimir,sowing
M_1385,Versatile280,93.7,2023,2.24,641.8,782.4,0,прочее,0,0.0,0.0,0.7805,70.6,0.9001,0.4022,kuban,harvest
M_1386,Versatile280,112.6,2022,3.96,468.7,514.6,1,электроника,1,38307.76,7.7,0.947,54.0,0.7781,0.3288,volga,harvest
M_1387,Versatile280,115.8,2022,3.47,364.6,411.5,1,гидравлика,0,33463.95,17.5,0.9467,41.6,0.8897,0.6991,northwest,harvest
M_1388,Versatile280,124.6,2019,6.71,607.8,643.1,1,гидравлика,0,41790.84,1.4,0.9924,47.0,0.5174,0.2923,central_chernozem,sowing
M_1389,Versatile280,130.0,2020,5.3,608.5,664.2,1,двигатель,1,119061.34,125.6,1.0,50.41,0.5968,0.3903,vladimir,sowing
M_1390,Versatile280,118.5,2019,6.03,1502.6,2111.8,0,прочее,0,0.0,0.0,0.9694,39.32,0.7829,0.4395,vladimir,sowing
M_1391,Versatile280,132.0,2019,6.95,775.7,830.9,1,двигатель,1,205776.98,3.0,0.8933,31.39,0.6395,0.4111,altai,sowing
M_1392,Versatile280,86.8,2020,5.43,1469.3,1684.1,1,электроника,0,65001.76,3.8,0.5471,49.33,0.9613,0.2305,kuban,sowing
M_1393,Versatile280,134.2,2017,8.1,1499.1,1844.3,1,гидравлика,1,25566.84,35.3,1.0,35.71,0.5895,0.3003,central_chernozem,sowing
M_1394,Versatile280,155.9,2023,2.12,521.9,743.0,0,прочее,0,0.0,0.0,0.7011,36.76,0.8545,0.1791,volga,sowing
M_1395,Versatile280,132.4,2022,3.43,937.8,1124.3,1,электроника,1,87381.59,27.3,0.6727,68.61,0.7251,0.2277,central_chernozem,harvest
M_1396,Versatile280,123.2,2020,5.59,427.1,508.7,1,гидравлика,0,63568.58,5.5,0.8985,62.98,0.1999,0.2736,kuban,sowing
M_1397,Versatile280,168.8,2017,8.66,655.8,712.1,1,прочее,0,50458.9,25.1,1.0,62.52,0.6374,0.2212,kuban,harvest
M_1398,Versatile280,154.1,2022,3.44,943.6,1202.9,0,прочее,0,0.0,0.0,0.8026,39.24,0.3115,0.4685,volga,sowing
M_1399,Versatile280,187.9,2018,7.82,273.9,301.2,1,гидравлика,0,86876.43,11.6,1.0,41.69,0.3901,0.7504,northwest,harvest
M_1400,Versatile280,115.7,2021,4.34,695.5,865.8,1,электроника,0,13445.32,19.7,0.7755,66.07,0.9201,0.6808,north_caucasus,harvest
M_1401,Versatile280,133.3,2024,1.54,394.4,538.4,0,прочее,0,0.0,0.0,0.6577,60.1,0.3997,0.2599,kuban,harvest
M_1402,Versatile280,155.3,2019,6.54,19.3,21.7,1,электроника,0,31970.64,54.1,1.0,36.15,0.4235,0.5913,vladimir,sowing
M_1403,Versatile280,97.0,2023,2.57,690.9,842.2,1,гидравлика,0,60809.21,10.8,0.8948,69.06,0.5875,0.3918,kuban,harvest
M_1404,Versatile280,126.2,2021,4.86,1427.3,1576.1,1,электроника,0,55419.03,25.7,0.9404,56.99,0.5266,0.8757,altai,harvest
M_1405,Versatile280,137.3,2024,1.41,347.1,492.7,0,прочее,0,0.0,0.0,0.7594,36.17,0.9097,0.5262,amur,harvest
M_1406,Versatile280,139.1,2019,6.68,461.6,517.5,1,электроника,0,14212.47,4.5,1.0,62.31,0.7988,0.4096,central_chernozem,harvest
M_1407,Versatile280,143.9,2023,2.16,457.2,563.1,1,электроника,0,24277.2,15.2,0.6119,64.58,0.3258,0.4984,kuban,harvest
M_1408,Versatile280,190.2,2021,4.22,1290.7,1477.0,0,прочее,0,0.0,0.0,0.8515,43.96,0.599,0.2717,volga,harvest
M_1409,Versatile280,131.1,2021,4.43,1360.0,1550.5,0,прочее,0,0.0,0.0,0.9179,54.05,0.6537,0.491,central_chernozem,sowing
M_1410,Versatile280,155.5,2017,8.02,591.8,695.5,1,электроника,0,24061.63,18.7,1.0,39.36,0.7415,0.6747,altai,sowing
M_1411,Versatile280,144.1,2018,7.16,1594.8,1959.9,1,электроника,0,43409.15,3.3,1.0,33.67,0.3586,0.3907,vladimir,sowing
M_1412,Versatile280,141.5,2022,3.85,975.4,1347.6,0,прочее,0,0.0,0.0,0.7808,54.95,0.8732,0.6504,north_caucasus,harvest
M_1413,Versatile280,138.3,2017,8.19,0.2,0.2,1,трансмиссия,0,85507.74,1.1,1.0,46.23,0.8608,0.3251,vladimir,harvest
M_1414,Versatile280,163.4,2019,6.27,126.8,145.9,1,гидравлика,0,63142.23,1.6,1.0,58.29,0.3765,0.6018,north_caucasus,sowing
M_1415,Versatile280,173.5,2021,4.47,1382.9,1565.6,0,прочее,0,0.0,0.0,0.8504,67.21,0.6961,0.4323,central_chernozem,harvest
M_1416,Versatile280,149.4,2023,2.92,638.6,676.9,1,электроника,0,24605.36,5.1,0.8392,35.87,0.6066,0.6984,northwest,harvest
M_1417,Versatile280,127.9,2020,5.78,1090.1,1254.3,1,электроника,0,29336.09,5.7,1.0,50.36,0.5467,0.5562,central_chernozem,sowing
M_1418,Versatile280,146.5,2023,2.29,0.0,0.0,1,гидравлика,0,34135.67,30.4,0.5563,42.76,0.4888,0.5753,volga,sowing
M_1419,Versatile280,156.6,2018,7.79,498.4,565.2,1,гидравлика,1,32439.35,22.3,1.0,27.7,0.4011,0.5448,northwest,sowing
M_1420,Versatile280,136.1,2018,7.24,1717.0,2102.5,1,гидравлика,0,83938.72,22.9,1.0,30.96,0.4756,0.0584,amur,sowing
M_1421,Versatile280,131.9,2022,3.44,845.2,1205.0,0,прочее,0,0.0,0.0,0.747,40.47,0.5918,0.6979,northwest,harvest
M_1422,Versatile280,118.7,2017,8.31,892.8,1057.3,1,двигатель,0,181565.56,0.7,0.9171,40.41,0.4506,0.7989,vladimir,harvest
M_1423,Versatile280,140.3,2022,3.94,270.2,306.0,1,двигатель,1,118542.71,77.3,0.8945,39.72,0.9249,0.4857,vladimir,sowing
M_1424,Versatile280,105.0,2020,5.8,818.9,924.1,1,гидравлика,0,117911.78,4.0,0.7746,47.64,0.5724,0.3956,central_chernozem,harvest
M_1425,Versatile280,155.1,2019,6.81,306.5,375.6,1,гидравлика,1,18652.38,0.2,0.9639,34.54,0.8516,0.1256,altai,sowing
M_1426,Versatile280,155.3,2017,8.59,2655.9,3007.8,0,прочее,0,0.0,0.0,1.0,40.4,0.4596,0.593,volga,sowing
M_1427,Versatile280,156.8,2024,1.32,303.9,331.6,1,гидравлика,0,49314.48,25.7,0.7038,44.44,0.406,0.5725,north_caucasus,sowing
M_1428,Versatile280,149.3,2017,8.48,598.6,712.7,1,гидравлика,1,67328.89,89.1,1.0,61.61,0.5086,0.22,kuban,harvest
M_1429,Versatile280,103.2,2023,2.8,848.2,979.4,0,прочее,0,0.0,0.0,0.6349,39.79,0.5095,0.5034,north_caucasus,sowing
M_1430,Versatile280,147.6,2022,3.98,280.6,324.8,1,гидравлика,0,31286.41,7.6,0.8939,32.32,0.4051,0.1518,northwest,sowing
M_1431,Versatile280,120.5,2022,3.13,521.2,602.0,1,трансмиссия,0,257930.62,16.3,0.7183,62.24,0.5462,0.4636,north_caucasus,sowing
M_1432,Versatile280,147.8,2020,5.33,240.9,259.5,1,двигатель,1,142525.0,8.3,0.9851,29.81,0.3057,0.4334,amur,sowing
M_1433,Versatile280,166.9,2024,1.03,29.5,32.6,1,трансмиссия,1,62611.22,94.1,0.6796,32.96,0.6674,0.3486,central_chernozem,sowing
M_1434,Versatile280,118.3,2021,4.03,203.1,230.5,1,электроника,1,13855.85,85.7,0.7727,45.06,0.498,0.21,vladimir,sowing
M_1435,Versatile280,166.5,2021,4.87,256.8,301.8,1,двигатель,1,117890.71,47.8,1.0,41.87,0.8013,0.5247,northwest,harvest
M_1436,Versatile280,139.1,2022,3.54,1063.3,1239.2,0,прочее,0,0.0,0.0,0.9891,44.42,0.8842,0.4377,central_chernozem,sowing
M_1437,Versatile280,80.0,2019,6.75,153.7,182.8,1,гидравлика,0,42397.43,3.1,0.7734,36.1,0.4308,0.3797,altai,sowing
M_1438,Versatile280,182.9,2023,2.57,360.5,404.2,1,электроника,0,33893.64,1.5,0.8235,33.96,0.5582,0.2228,amur,sowing
M_1439,Versatile280,145.1,2018,7.22,1291.8,1605.9,1,электроника,1,24438.81,53.4,0.9956,50.94,0.8523,0.425,volga,sowing
M_1440,Versatile280,116.8,2020,5.67,1342.5,1572.4,1,трансмиссия,0,107634.06,30.1,0.8611,61.32,0.8063,0.5954,altai,harvest
M_1441,Versatile280,153.0,2024,1.41,383.7,492.7,0,прочее,0,0.0,0.0,0.5813,33.49,0.6543,0.5386,amur,harvest
M_1442,Versatile280,148.8,2024,1.56,405.7,546.0,0,прочее,0,0.0,0.0,0.4477,23.36,0.3842,0.4815,amur,sowing
M_1443,Versatile280,129.2,2017,8.23,124.7,154.2,1,электроника,0,17232.15,5.5,0.9253,67.08,0.7272,0.3069,kuban,harvest
M_1444,Versatile280,118.4,2024,1.7,478.5,594.4,0,прочее,0,0.0,0.0,0.6611,39.02,0.4869,0.6784,altai,sowing
M_1445,Versatile280,163.4,2023,2.62,552.3,594.7,1,гидравлика,0,75954.69,0.3,0.6609,53.31,0.7285,0.675,north_caucasus,harvest
M_1446,Versatile280,120.5,2019,6.62,185.6,209.0,1,электроника,0,24171.58,48.7,1.0,35.71,0.712,0.6637,northwest,harvest
M_1447,Versatile280,182.4,2023,2.96,395.3,418.6,1,трансмиссия,1,56759.23,57.7,0.8567,30.75,0.8303,0.0709,amur,harvest
M_1448,Versatile280,152.6,2021,4.66,386.4,408.1,1,трансмиссия,0,80982.59,39.1,1.0,38.06,0.7229,0.3835,northwest,harvest
M_1449,Versatile280,138.8,2020,5.35,1359.2,1873.5,0,прочее,0,0.0,0.0,1.0,47.19,0.6508,0.4367,central_chernozem,sowing
M_1450,Versatile280,116.9,2023,2.94,847.0,1029.1,0,прочее,0,0.0,0.0,0.5938,40.97,0.7306,0.8665,northwest,sowing
M_1451,Versatile280,180.8,2022,3.12,169.8,209.2,1,гидравлика,0,80324.82,1.4,0.7845,35.31,0.9426,0.7264,amur,harvest
M_1452,Versatile280,139.6,2019,6.82,527.5,620.6,1,гидравлика,0,71290.31,16.7,1.0,36.72,0.9677,0.2199,north_caucasus,sowing
M_1453,Versatile280,155.4,2018,7.4,902.9,1022.5,1,электроника,0,27977.27,3.7,1.0,43.86,0.3523,0.4118,volga,sowing
M_1454,Versatile280,153.5,2020,5.16,573.6,606.3,1,трансмиссия,0,112375.82,11.1,0.9212,35.26,0.8366,0.2636,northwest,harvest
M_1455,Versatile280,127.8,2017,8.72,559.5,689.6,1,двигатель,1,74141.0,4.5,1.0,46.81,0.4607,0.4862,vladimir,harvest
M_1456,Versatile280,129.9,2018,7.41,2278.7,2427.5,1,гидравлика,0,64617.6,8.5,1.0,43.92,0.8593,0.1629,amur,harvest
M_1457,Versatile280,123.0,2017,8.69,402.2,451.4,1,электроника,1,34920.69,56.8,1.0,43.32,0.7056,0.1587,north_caucasus,sowing
M_1458,Versatile280,144.1,2017,8.59,1643.4,1750.9,1,гидравлика,0,72349.15,1.5,1.0,46.21,0.8103,0.0579,northwest,harvest
M_1459,Versatile280,144.3,2024,1.58,403.7,554.7,0,прочее,0,0.0,0.0,0.7464,51.36,0.8711,0.2936,amur,harvest
M_1460,Versatile280,127.3,2018,7.62,39.6,42.1,1,трансмиссия,0,221307.79,4.1,1.0,51.3,0.7085,0.135,vladimir,sowing
M_1461,Versatile280,136.1,2020,5.75,1475.1,2011.0,0,прочее,0,0.0,0.0,0.9472,46.28,0.6266,0.7815,north_caucasus,sowing
M_1462,Versatile280,129.3,2019,6.39,1201.1,1326.1,1,электроника,1,43154.3,11.9,0.9857,39.83,0.9758,0.7432,north_caucasus,sowing
M_1463,Versatile280,150.8,2020,5.38,1370.0,1585.2,1,электроника,0,18547.79,6.5,0.8406,45.63,0.3061,0.5109,vladimir,sowing
M_1464,Versatile280,153.0,2023,2.7,737.6,945.6,0,прочее,0,0.0,0.0,0.668,62.3,0.6156,0.4532,central_chernozem,harvest
M_1465,Versatile280,147.8,2024,1.41,259.0,312.0,1,двигатель,1,85080.76,129.6,0.6661,55.1,0.6111,0.5416,kuban,harvest
M_1466,Versatile280,131.8,2024,1.94,529.3,677.7,0,прочее,0,0.0,0.0,0.6292,47.88,0.4462,0.906,northwest,harvest
M_1467,Versatile280,137.5,2023,2.38,700.6,810.5,1,трансмиссия,1,51228.52,8.1,0.611,64.85,0.6277,0.5944,kuban,harvest
M_1468,Versatile280,123.6,2018,7.67,1692.6,1866.4,1,электроника,1,16027.13,6.7,1.0,33.92,0.8206,0.1933,amur,harvest
M_1469,Versatile280,121.9,2019,6.25,629.0,684.8,1,трансмиссия,0,132511.75,7.7,1.0,40.9,0.4332,0.5093,kuban,sowing
M_1470,Versatile280,120.0,2022,3.46,159.3,198.3,1,гидравлика,0,66102.02,36.3,0.8182,51.29,0.3913,0.236,north_caucasus,sowing
M_1471,Versatile280,108.9,2019,6.27,738.6,860.4,1,гидравлика,0,51274.1,11.0,0.9696,57.07,0.8516,0.2034,volga,harvest
M_1472,Versatile280,148.1,2023,2.39,326.5,352.7,1,электроника,0,28926.81,13.5,0.7871,69.05,0.6243,0.3036,kuban,harvest
M_1473,Versatile280,129.7,2024,1.15,335.5,401.2,0,прочее,0,0.0,0.0,0.6034,38.52,0.7681,0.5883,northwest,sowing
M_1474,Versatile280,123.9,2020,5.5,646.6,792.5,1,электроника,1,16560.29,142.3,0.8564,73.87,0.7492,0.4678,central_chernozem,harvest
M_1475,Versatile280,184.8,2023,2.85,748.3,995.9,0,прочее,0,0.0,0.0,0.9869,44.23,0.9386,0.3068,volga,sowing
M_1476,Versatile280,111.5,2018,7.39,2093.8,2322.2,1,трансмиссия,0,90295.3,6.0,1.0,35.19,0.0457,0.5046,amur,harvest
M_1477,Versatile280,145.9,2018,7.42,642.7,800.0,1,гидравлика,0,70825.14,8.7,0.9928,51.57,0.9487,0.8204,altai,sowing
M_1478,Versatile280,171.3,2024,1.35,403.2,471.9,0,прочее,0,0.0,0.0,0.7517,44.94,0.5215,0.4058,vladimir,harvest
M_1479,Versatile280,132.1,2023,2.78,822.7,972.6,0,прочее,0,0.0,0.0,0.8143,36.19,0.6416,0.2066,altai,harvest
M_1480,Versatile280,136.4,2023,2.57,683.8,899.2,0,прочее,0,0.0,0.0,0.8456,65.11,0.707,0.2912,kuban,harvest
M_1481,Versatile280,126.0,2021,4.14,1300.8,1448.7,0,прочее,0,0.0,0.0,0.8128,40.63,0.9096,0.5628,north_caucasus,sowing
M_1482,Versatile280,154.6,2017,8.84,1542.2,1862.5,1,трансмиссия,1,171565.94,107.0,1.0,32.26,0.6576,0.2713,altai,sowing
M_1483,Versatile280,124.2,2022,3.8,1124.0,1328.9,0,прочее,0,0.0,0.0,0.6887,50.9,0.6526,0.7161,volga,harvest
M_1484,Versatile280,141.9,2018,7.25,198.8,226.9,1,гидравлика,0,126256.88,6.8,1.0,50.81,0.9448,0.6412,kuban,sowing
M_1485,Versatile280,140.7,2021,4.36,1175.1,1526.1,0,прочее,0,0.0,0.0,0.8872,63.65,0.6103,0.2464,kuban,harvest
M_1486,Versatile280,101.9,2018,7.42,341.0,389.3,1,электроника,0,34672.3,9.2,0.8116,53.44,0.5889,0.1347,central_chernozem,harvest
M_1487,Versatile280,142.0,2019,6.12,1808.7,2140.7,0,прочее,0,0.0,0.0,0.9319,43.68,0.8025,0.7428,amur,harvest
M_1488,Versatile280,176.5,2023,2.1,571.8,734.4,0,прочее,0,0.0,0.0,0.783,60.36,0.2833,0.2075,north_caucasus,sowing
M_1489,Versatile280,115.8,2024,1.63,486.0,571.4,0,прочее,0,0.0,0.0,0.5711,49.27,0.9305,0.3416,volga,harvest
M_1490,Versatile280,173.5,2019,6.81,456.4,537.4,1,гидравлика,1,60676.0,48.5,0.914,40.34,0.8912,0.0962,amur,harvest
M_1491,Versatile280,143.0,2023,2.7,810.5,945.0,0,прочее,0,0.0,0.0,0.7316,43.52,0.84,0.8088,northwest,harvest
M_1492,Versatile280,133.4,2021,4.07,382.5,410.4,1,электроника,0,20631.75,5.1,0.8233,71.56,0.6735,0.7715,kuban,harvest
M_1493,Versatile280,127.0,2019,6.56,1881.0,2294.4,0,прочее,0,0.0,0.0,1.0,38.09,0.8533,0.5478,northwest,harvest
M_1494,Versatile280,134.6,2020,5.38,47.7,57.0,1,гидравлика,0,57232.25,12.6,0.916,26.43,0.9362,0.5082,northwest,sowing
M_1495,Versatile280,150.4,2018,7.19,140.3,155.2,1,электроника,0,29608.54,5.6,1.0,41.37,0.8337,0.0407,kuban,sowing
M_1496,Versatile280,144.6,2023,2.96,787.4,1035.2,0,прочее,0,0.0,0.0,0.6478,30.67,0.7018,0.6061,vladimir,sowing
M_1497,Versatile280,112.2,2021,4.54,880.3,985.6,1,электроника,0,61018.38,15.9,0.7148,36.69,0.7205,0.0952,altai,sowing
M_1498,Versatile280,141.1,2017,8.7,506.5,601.4,1,трансмиссия,0,178164.42,8.4,1.0,52.65,0.8517,0.207,volga,sowing
M_1499,Versatile280,128.9,2019,6.79,1274.3,1456.1,1,трансмиссия,1,94399.95,17.3,1.0,36.84,0.2597,0.788,central_chernozem,sowing
M_1500,Versatile280,164.3,2020,5.04,751.5,808.2,1,гидравлика,0,25910.1,79.4,0.9145,42.48,0.4675,0.4598,amur,sowing
